distx,disty,HEDAR:n,HEDAR:Jaccard,Hough:n,Hough:Jaccard,EFT:n,EFT:Jaccard
-10,85,2,0.22082,6,0.12625,2,0.089858
-34,84,2,0.23902,8,0.14931,2,0.13356
26,80,2,0.23902,8,0.14931,2,0.15058
-58,36,2,0.23902,8,0.14931,2,0.094033
-10,86,2,0.23902,8,0.14931,2,0.10035
10,72,3,0.39535,8,0.14931,2,0.157
26,81,2,0.22082,6,0.12625,1,0.54296
-34,85,2,0.22082,6,0.12625,2,0.084095
-82,63,2,0.22082,6,0.12625,2,0.077626
-10,87,2,0.22082,6,0.12625,2,0.07852
26,82,2,0.23902,8,0.14931,1,0.55495
-58,37,2,0.22082,6,0.12625,2,0.16607
-34,86,2,0.23902,8,0.14931,2,0.063291
-82,64,2,0.23902,8,0.14931,2,0.10702
10,73,3,0.38502,6,0.12625,2,0.10717
26,83,2,0.22082,6,0.12625,1,0.53162
-10,88,2,0.23902,8,0.14931,2,0.091308
-34,87,2,0.22082,6,0.12625,2,0.1103
-82,65,2,0.22082,6,0.12625,2,0.11834
26,84,2,0.23902,8,0.14931,2,0.096429
-58,38,2,0.23902,8,0.14931,2,0.15633
10,74,3,0.39535,8,0.14931,2,0.11091
-10,89,2,0.22082,6,0.12625,2,0.094107
-34,88,2,0.23902,8,0.14931,2,0.11563
26,85,2,0.22082,6,0.12625,2,0.083558
-82,66,2,0.23902,8,0.14931,2,0.13434
-58,39,2,0.22082,6,0.12625,2,0.13292
-10,90,2,0.23902,8,0.14931,2,0.12795
-34,89,2,0.22082,6,0.12625,2,0.10174
10,75,3,0.38502,6,0.12625,2,0.097846
-82,67,2,0.22082,6,0.12625,2,0.11302
26,86,2,0.23902,8,0.14931,2,0.14105
-34,90,2,0.23902,8,0.14931,2,0.13109
-10,91,2,0.22082,6,0.12625,2,0.094107
-58,40,2,0.23902,8,0.14931,2,0.1578
10,76,3,0.38421,8,0.14931,2,0.12132
-82,68,2,0.23902,8,0.14931,2,0.093778
26,87,2,0.22082,6,0.12625,1,0.54128
-34,91,2,0.22082,6,0.12625,1,0.53555
-10,92,2,0.23902,8,0.14931,2,0.092334
10,77,3,0.3734,6,0.12625,2,0.15212
26,88,2,0.23902,8,0.14931,2,0.088608
-82,69,2,0.22082,6,0.12625,2,0.11802
-58,41,2,0.22082,6,0.12625,2,0.12946
-34,92,2,0.23902,8,0.14931,1,0.54438
-10,93,2,0.22082,6,0.12625,2,0.078027
-82,70,2,0.23902,8,0.14931,2,0.093023
26,89,2,0.22082,6,0.12625,2,0.13815
-34,93,2,0.22082,6,0.12625,1,0.53641
10,78,4,0.39691,8,0.14931,2,0.12603
-58,42,2,0.23902,8,0.14931,2,0.1353
-10,94,2,0.23902,8,0.14931,2,0.10825
-82,71,2,0.22082,6,0.12625,2,0.078053
26,90,2,0.23902,8,0.14931,2,0.13689
-34,94,2,0.23902,8,0.14931,2,0.13167
10,79,3,0.38133,6,0.12625,2,0.12155
-10,95,2,0.22082,6,0.12625,2,0.082962
-82,72,2,0.23902,8,0.14931,2,0.094804
26,91,2,0.22082,6,0.12625,1,0.55647
-34,95,2,0.22082,6,0.12625,2,0.085973
10,80,3,0.37972,8,0.14931,2,0.12467
-58,43,2,0.22082,6,0.12625,2,0.14421
-10,96,2,0.23902,8,0.14931,2,0.09913
-82,73,2,0.22082,6,0.12625,2,0.081204
-34,96,2,0.23902,8,0.14931,2,0.070909
26,92,2,0.23902,8,0.14931,1,0.53727
10,81,3,0.36871,6,0.12625,2,0.10502
-10,97,2,0.22082,6,0.12625,2,0.07938
-82,74,2,0.23902,8,0.14931,2,0.094977
-58,44,2,0.23902,8,0.14931,2,0.13824
26,93,2,0.22082,6,0.12625,1,0.53394
-34,97,2,0.22082,6,0.12625,2,0.11974
10,82,3,0.36499,8,0.14931,2,0.10179
-82,75,2,0.22082,6,0.12625,2,0.11887
-10,98,2,0.23902,8,0.14931,2,0.092692
26,94,2,0.23902,8,0.14931,2,0.094982
-34,98,2,0.23902,8,0.14931,2,0.096014
10,83,2,0.22082,6,0.12625,2,0.075949
-10,99,2,0.22082,6,0.12625,2,0.075318
-82,76,2,0.23902,8,0.14931,2,0.094727
-58,45,2,0.22082,6,0.12625,2,0.14248
26,95,2,0.22082,6,0.12625,2,0.097408
10,84,2,0.23902,8,0.14931,2,0.093274
-10,100,2,0.23902,8,0.14931,2,0.06381
-34,99,2,0.22082,6,0.12625,2,0.092661
-82,77,2,0.22082,6,0.12625,2,0.11364
10,85,2,0.22082,6,0.12625,2,0.075523
26,96,2,0.23902,8,0.14931,2,0.097778
-34,100,2,0.23902,8,0.14931,2,0.12302
-10,101,2,0.22082,6,0.12625,2,0.083929
-58,46,2,0.23902,8,0.14931,2,0.093023
26,97,2,0.22082,6,0.12625,1,0.53407
-82,78,2,0.23902,8,0.14931,2,0.093694
-34,101,2,0.22082,6,0.12625,1,0.53407
-10,102,2,0.23902,8,0.14931,2,0.092527
10,86,2,0.23902,8,0.14931,2,0.09228
26,98,2,0.23902,8,0.14931,2,0.070909
-82,79,2,0.22082,6,0.12625,2,0.11759
-58,47,2,0.22082,6,0.12625,2,0.11538
-34,102,2,0.23902,8,0.14931,1,0.53973
-10,103,2,0.22082,6,0.12625,2,0.080325
10,87,2,0.22082,6,0.12625,2,0.11004
26,99,2,0.22082,6,0.12625,2,0.10789
-34,103,2,0.22082,6,0.12625,1,0.53114
-82,80,2,0.23902,8,0.14931,2,0.094203
-10,104,2,0.23902,8,0.14931,2,0.094631
10,88,2,0.23902,8,0.14931,2,0.091228
26,100,2,0.23902,8,0.14931,2,0.11131
-58,48,2,0.23902,8,0.14931,2,0.099467
-82,81,2,0.22082,6,0.12625,2,0.079597
-34,104,2,0.23902,8,0.14931,2,0.12367
-10,105,2,0.22082,6,0.12625,2,0.076715
26,101,2,0.22082,6,0.12625,1,0.52968
10,89,2,0.22082,6,0.12625,2,0.077063
-82,82,2,0.23902,8,0.14931,2,0.094288
-34,105,2,0.22082,6,0.12625,2,0.086679
-11,-105,2,0.24317,5,0.12627,1,0.52262
26,102,2,0.23902,8,0.14931,1,0.5379
-58,49,2,0.22082,6,0.12625,2,0.16494
10,90,2,0.23902,8,0.14931,2,0.092609
-82,83,2,0.22082,6,0.12625,2,0.077555
-11,-104,2,0.26562,5,0.12604,1,0.53102
-35,-105,2,0.24317,5,0.12627,2,0.10306
26,103,2,0.22082,6,0.12625,1,0.52968
-58,50,2,0.23902,8,0.14931,2,0.11848
10,91,2,0.22082,6,0.12625,2,0.076715
-35,-104,2,0.26562,5,0.12604,2,0.10295
-82,84,2,0.23902,8,0.14931,2,0.094374
-11,-103,2,0.24317,5,0.12627,2,0.11667
26,104,2,0.23902,8,0.14931,2,0.097915
-35,-103,2,0.24317,5,0.12627,1,0.52651
-58,51,2,0.22082,6,0.12625,2,0.13826
-82,85,2,0.22082,6,0.12625,2,0.11844
10,92,2,0.23902,8,0.14931,2,0.09228
-35,-102,2,0.26562,5,0.12604,1,0.53297
-11,-102,2,0.26562,5,0.12604,2,0.1036
26,105,2,0.22082,6,0.12625,2,0.079163
-58,52,2,0.23902,8,0.14931,2,0.09319
-82,86,2,0.23902,8,0.14931,2,0.092609
-35,-101,2,0.24317,5,0.12627,1,0.52602
-11,-101,2,0.24317,5,0.12627,2,0.09657
10,93,2,0.22082,6,0.12625,2,0.080543
25,-105,2,0.24317,5,0.12627,2,0.10268
-35,-100,2,0.26562,5,0.12604,1,0.53493
-82,87,2,0.22082,6,0.12625,2,0.11333
-58,53,2,0.22082,6,0.12625,2,0.1396
-11,-100,2,0.26562,5,0.12604,2,0.1025
-35,-99,2,0.24317,5,0.12627,1,0.52799
25,-104,2,0.26562,5,0.12604,1,0.53493
10,94,2,0.23902,8,0.14931,2,0.092543
-82,88,2,0.23902,8,0.14931,2,0.094033
-11,-99,2,0.24317,5,0.12627,2,0.10616
-35,-98,2,0.26562,5,0.12604,1,0.53493
-58,54,2,0.23902,8,0.14931,2,0.093778
25,-103,2,0.24317,5,0.12627,1,0.52799
10,95,2,0.22082,6,0.12625,2,0.075386
-82,89,2,0.22082,6,0.12625,2,0.11707
-11,-98,2,0.26562,5,0.12604,2,0.1074
25,-102,2,0.26562,5,0.12604,2,0.10342
-35,-97,2,0.24317,5,0.12627,1,0.52799
10,96,2,0.23902,8,0.14931,2,0.091549
-58,55,2,0.22082,6,0.12625,2,0.13596
-82,90,2,0.23902,8,0.14931,2,0.094631
-11,-97,2,0.24317,5,0.12627,2,0.10342
25,-101,2,0.24317,5,0.12627,2,0.092746
-35,-96,2,0.26562,5,0.12604,2,0.13668
10,97,2,0.22082,6,0.12625,2,0.10975
25,-100,2,0.26562,5,0.12604,2,0.1024
-82,91,2,0.22082,6,0.12625,2,0.078053
-11,-96,2,0.26562,5,0.12604,2,0.10168
-58,56,2,0.23902,8,0.14931,2,0.093778
25,-99,2,0.24317,5,0.12627,2,0.089837
-35,-95,2,0.24317,5,0.12627,2,0.13194
-82,92,2,0.23902,8,0.14931,2,0.11335
10,98,2,0.23902,8,0.14931,2,0.090909
-11,-95,2,0.24317,5,0.12627,1,0.52407
-35,-94,2,0.26562,5,0.12604,2,0.15963
25,-98,2,0.26562,5,0.12604,2,0.1083
-82,93,2,0.22082,6,0.12625,2,0.075799
-58,57,2,0.22082,6,0.12625,2,0.11441
10,99,2,0.22082,6,0.12625,2,0.079525
25,-97,2,0.24317,5,0.12627,1,0.52359
-35,-93,2,0.24317,5,0.12627,1,0.54845
-11,-94,2,0.26562,5,0.12604,1,0.53199
-82,94,2,0.23902,8,0.14931,2,0.094545
-58,58,2,0.23902,8,0.14931,2,0.093274
-35,-92,2,0.26562,5,0.12604,1,0.53297
10,100,2,0.23902,8,0.14931,2,0.092857
25,-96,2,0.26562,5,0.12604,1,0.53005
-82,95,2,0.22082,6,0.12625,2,0.11844
-11,-93,2,0.24317,5,0.12627,2,0.13725
-35,-91,2,0.24317,5,0.12627,1,0.52602
-58,59,2,0.22082,6,0.12625,2,0.075799
-82,96,2,0.23902,8,0.14931,2,0.092035
25,-95,2,0.24317,5,0.12627,2,0.097132
10,101,2,0.22082,6,0.12625,2,0.077132
-35,-90,2,0.26562,5,0.12604,1,0.53699
-11,-92,2,0.26562,5,0.12604,2,0.1016
-82,97,2,0.22082,6,0.12625,2,0.11333
-58,60,2,0.23902,8,0.14931,2,0.092857
25,-94,2,0.26562,5,0.12604,1,0.53493
10,102,2,0.23902,8,0.14931,2,0.092199
-35,-89,2,0.24317,5,0.12627,1,0.52505
-82,98,2,0.23902,8,0.14931,2,0.094033
-11,-91,2,0.24317,5,0.12627,2,0.11189
-58,61,2,0.22082,6,0.12625,2,0.083333
25,-93,2,0.24317,5,0.12627,1,0.52799
10,103,2,0.22082,6,0.12625,2,0.077273
-35,-88,2,0.26562,5,0.12604,1,0.54029
-82,99,2,0.22082,6,0.12625,2,0.11781
-11,-90,2,0.26562,5,0.12604,2,0.10317
-58,62,2,0.23902,8,0.14931,2,0.093274
25,-92,2,0.26562,5,0.12604,2,0.1037
-35,-87,2,0.24317,5,0.12627,1,0.5268
10,104,2,0.23902,8,0.14931,2,0.094203
-82,100,2,0.23902,8,0.14931,2,0.094631
-11,-89,2,0.24317,5,0.12627,2,0.1116
-35,-86,2,0.26562,5,0.12604,2,0.10663
25,-91,2,0.24317,5,0.12627,2,0.090742
-82,101,2,0.22082,6,0.12625,2,0.077273
10,105,2,0.22082,6,0.12625,2,0.079163
-58,63,2,0.22082,6,0.12625,2,0.076077
-11,-88,2,0.26562,5,0.12604,2,0.17587
25,-90,2,0.26562,5,0.12604,2,0.1364
-82,102,2,0.23902,8,0.14931,2,0.094631
9,-105,2,0.24317,5,0.12627,1,0.52799
-11,-87,2,0.24317,5,0.12627,2,0.10314
-35,-85,2,0.24317,5,0.12627,2,0.10415
-58,64,2,0.23902,8,0.14931,2,0.093441
-82,103,2,0.22082,6,0.12625,2,0.075386
25,-89,2,0.24317,5,0.12627,2,0.14062
-11,-86,2,0.26562,5,0.12604,2,0.16484
9,-104,2,0.26562,5,0.12604,1,0.53493
-35,-84,2,0.26562,5,0.12604,2,0.10305
-82,104,2,0.23902,8,0.14931,2,0.094631
-11,-85,2,0.24317,5,0.12627,1,0.52359
25,-88,2,0.26562,5,0.12604,2,0.12063
-58,65,2,0.22082,6,0.12625,2,0.078125
9,-103,2,0.24317,5,0.12627,2,0.095023
-35,-83,2,0.24317,5,0.12627,1,0.52651
-82,105,2,0.22082,6,0.12625,2,0.11898
-11,-84,2,0.26562,5,0.12604,1,0.53054
25,-87,2,0.24317,5,0.12627,1,0.54545
-58,66,2,0.23902,8,0.14931,2,0.099911
9,-102,2,0.26562,5,0.12604,2,0.10231
-35,-82,2,0.26562,5,0.12604,1,0.58813
-11,-83,2,0.24317,5,0.12627,2,0.1343
-83,-105,2,0.24317,5,0.12627,2,0.11928
-58,67,2,0.22082,6,0.12625,2,0.13815
25,-86,2,0.26562,5,0.12604,1,0.54663
-35,-81,2,0.24317,5,0.12627,1,0.58221
9,-101,2,0.24317,5,0.12627,2,0.090909
-11,-82,3,0.37377,5,0.12604,2,0.12043
-83,-104,2,0.26562,5,0.12604,2,0.10711
-58,68,2,0.23902,8,0.14931,2,0.093609
25,-85,2,0.24317,5,0.12627,2,0.10718
-35,-80,2,0.26562,5,0.12604,1,0.59353
-83,-103,2,0.24317,5,0.12627,2,0.12004
-11,-81,3,0.37359,5,0.12627,2,0.14113
9,-100,2,0.26562,5,0.12604,2,0.087703
-58,69,2,0.22082,6,0.12625,2,0.1294
-83,-102,2,0.26562,5,0.12604,2,0.11211
25,-84,2,0.26562,5,0.12604,1,0.54848
-35,-79,2,0.24317,5,0.12627,1,0.58813
9,-99,2,0.24317,5,0.12627,2,0.090411
-58,70,2,0.23902,8,0.14931,2,0.11321
-11,-80,3,0.40268,5,0.12604,2,0.13808
9,-98,2,0.26562,5,0.12604,2,0.10881
25,-83,2,0.24317,5,0.12627,1,0.53832
-83,-101,2,0.24317,5,0.12627,2,0.090411
-35,-78,2,0.26562,5,0.12604,1,0.59689
-58,71,2,0.22082,6,0.12625,2,0.15647
9,-97,2,0.24317,5,0.12627,2,0.14805
-11,-79,3,0.3887,5,0.12627,2,0.1118
-83,-100,2,0.26562,5,0.12604,2,0.088368
25,-82,2,0.26562,5,0.12604,2,0.11915
-35,-77,2,0.24317,5,0.12627,1,0.58507
-58,72,2,0.23902,8,0.14931,2,0.10045
9,-96,2,0.26562,5,0.12604,1,0.53248
9,-95,2,0.24317,5,0.12627,1,0.52553
-83,-99,2,0.24317,5,0.12627,2,0.090993
-58,73,2,0.22082,6,0.12625,2,0.14385
-11,-78,4,0.42238,5,0.12604,2,0.13748
25,-81,2,0.24317,5,0.12627,2,0.12924
-35,-76,2,0.26562,5,0.12604,2,0.17718
9,-94,2,0.26562,5,0.12604,1,0.53493
-58,74,2,0.23902,8,0.14931,2,0.13357
-83,-98,2,0.26562,5,0.12604,2,0.11192
-11,-77,4,0.40629,5,0.12627,2,0.16264
25,-80,2,0.26562,5,0.12604,2,0.1158
9,-93,2,0.24317,5,0.12627,2,0.10135
-35,-75,2,0.24317,5,0.12627,2,0.1887
-83,-97,2,0.24317,5,0.12627,2,0.092576
-58,75,2,0.22082,6,0.12625,2,0.095195
-11,-76,3,0.40704,5,0.12604,2,0.14538
9,-92,2,0.26562,5,0.12604,2,0.10222
25,-79,2,0.24317,5,0.12627,2,0.12795
-35,-74,2,0.26562,5,0.12604,2,0.136
-83,-96,2,0.26562,5,0.12604,2,0.10426
-11,-75,3,0.3933,5,0.12627,2,0.1207
-58,76,2,0.23902,8,0.14931,2,0.10409
9,-91,2,0.24317,5,0.12627,2,0.095792
-83,-95,2,0.24317,5,0.12627,2,0.1208
25,-78,2,0.26562,5,0.12604,2,0.14914
-35,-73,2,0.24317,5,0.12627,1,0.55
-11,-74,3,0.41786,5,0.12604,2,0.11515
-83,-94,2,0.26562,5,0.12604,2,0.1073
-58,77,2,0.22082,6,0.12625,2,0.12556
-35,-72,2,0.26562,5,0.12604,1,0.5775
9,-90,2,0.26562,5,0.12604,2,0.087387
25,-77,2,0.24317,5,0.12627,1,0.52886
-11,-73,3,0.4047,5,0.12627,2,0.21889
-83,-93,2,0.24317,5,0.12627,2,0.13853
-58,78,2,0.23902,8,0.14931,2,0.093694
-35,-71,2,0.24317,5,0.12627,1,0.56279
9,-89,2,0.24317,5,0.12627,2,0.094509
25,-76,2,0.26562,5,0.12604,1,0.5348
-83,-92,2,0.26562,5,0.12604,2,0.12091
-11,-72,3,0.41786,5,0.12604,2,0.17002
-58,79,2,0.22082,6,0.12625,2,0.12178
9,-88,2,0.26562,5,0.12604,2,0.1073
-83,-91,2,0.24317,5,0.12627,2,0.10769
-35,-70,2,0.26562,5,0.12604,1,0.56735
25,-75,2,0.24317,5,0.12627,2,0.10803
-58,80,2,0.23902,8,0.14931,2,0.10508
9,-87,2,0.24317,5,0.12627,2,0.15162
-11,-71,3,0.4047,5,0.12627,2,0.17313
-83,-90,2,0.26562,5,0.12604,2,0.10125
-35,-69,2,0.24317,5,0.12627,1,0.56015
25,-74,2,0.26562,5,0.12604,1,0.52957
9,-86,2,0.26562,5,0.12604,1,0.53151
-58,81,2,0.22082,6,0.12625,2,0.12387
-35,-68,2,0.26562,5,0.12604,1,0.55261
-83,-89,2,0.24317,5,0.12627,2,0.11284
-11,-70,5,0.44824,5,0.12604,2,0.20811
9,-85,2,0.24317,5,0.12627,1,0.52456
25,-73,2,0.24317,5,0.12627,1,0.53186
-35,-67,2,0.24317,5,0.12627,1,0.54495
-58,82,2,0.23902,8,0.14931,2,0.10376
-83,-88,2,0.26562,5,0.12604,2,0.12466
25,-72,2,0.26562,5,0.12604,2,0.13233
-83,-87,2,0.24317,5,0.12627,2,0.12455
9,-84,2,0.26562,5,0.12604,1,0.53151
-11,-69,5,0.43986,5,0.12627,2,0.29095
-35,-66,2,0.26562,5,0.12604,2,0.13644
-58,83,2,0.22082,6,0.12625,2,0.11411
-83,-86,2,0.26562,5,0.12604,2,0.10772
25,-71,2,0.24317,5,0.12627,2,0.17145
9,-83,2,0.24317,5,0.12627,2,0.1025
-58,84,2,0.23902,8,0.14931,2,0.094804
-35,-65,2,0.24317,5,0.12627,2,0.16205
-11,-68,4,0.42908,5,0.12604,2,0.1595
-83,-85,2,0.24317,5,0.12627,2,0.11993
25,-70,3,0.3543,5,0.12604,2,0.10123
-58,85,2,0.22082,6,0.12625,2,0.087236
-83,-84,2,0.26562,5,0.12604,2,0.10323
9,-82,3,0.38836,5,0.12604,2,0.1024
-35,-64,2,0.26562,5,0.12604,2,0.13705
-11,-67,4,0.42354,5,0.12627,2,0.22699
-58,86,2,0.23902,8,0.14931,2,0.09839
-83,-83,2,0.24317,5,0.12627,2,0.1208
25,-69,3,0.33757,5,0.12627,2,0.15256
9,-81,3,0.3887,5,0.12627,2,0.12272
-83,-82,2,0.26562,5,0.12604,2,0.10332
-35,-63,2,0.24317,5,0.12627,1,0.54596
-58,87,2,0.22082,6,0.12625,2,0.11221
-11,-66,4,0.42637,5,0.12604,2,0.10411
-83,-81,2,0.24317,5,0.12627,2,0.090411
25,-68,3,0.3543,5,0.12604,1,0.5337
9,-80,3,0.41443,5,0.12604,2,0.089431
-35,-62,2,0.26562,5,0.12604,1,0.53297
-58,88,2,0.23902,8,0.14931,2,0.09294
-83,-80,2,0.26562,5,0.12604,2,0.088102
-11,-65,4,0.42073,5,0.12627,2,0.137
25,-67,3,0.33757,5,0.12627,1,0.54955
-83,-79,2,0.24317,5,0.12627,2,0.090993
-35,-61,2,0.24317,5,0.12627,1,0.52553
9,-79,3,0.40108,5,0.12627,2,0.10597
-58,89,2,0.22082,6,0.12625,2,0.11251
-11,-64,4,0.41812,5,0.12604,2,0.14043
-83,-78,2,0.26562,5,0.12604,2,0.1099
25,-66,4,0.37857,5,0.12604,2,0.1431
-35,-60,2,0.26562,5,0.12604,1,0.53193
-58,90,2,0.23902,8,0.14931,2,0.094631
-83,-77,2,0.24317,5,0.12627,2,0.092831
-11,-63,4,0.41213,5,0.12627,2,0.21217
9,-78,4,0.41938,5,0.12604,2,0.1115
-58,91,2,0.22082,6,0.12625,2,0.11374
-83,-76,2,0.26562,5,0.12604,2,0.10721
-35,-59,2,0.24317,5,0.12627,1,0.52262
25,-65,4,0.36324,5,0.12627,2,0.12729
9,-77,3,0.3933,5,0.12627,2,0.15785
-11,-62,4,0.4089,5,0.12604,2,0.18317
-83,-75,2,0.24317,5,0.12627,2,0.11982
-35,-58,2,0.26562,5,0.12604,1,0.52957
-58,92,2,0.23902,8,0.14931,2,0.093863
