N,number,POD:n,POD:time,POD:memory,POD:Jaqqard,PODH:n,PODH:time,PODH:memory,PODH:Jaqqard,Hough: n,Hough:time,Hough:memory,Hough:Jaqqard
9,73,73,15.1006,1.844674407239289e+19,0.94066,73,39.8442,3042632512,0.94066,44,134.2481,48,0.61112
10,73,73,16.5835,1.844674407233425e+19,0.94066,73,39.0917,1669929072,0.94066,44,131.1405,0,0.61112
1,74,74,16.4268,1.844674407365698e+19,0.92035,74,38.6743,2017009296,0.92035,49,141.2479,288,0.69492
2,74,74,16.2588,1.844674407224575e+19,0.92035,74,39.2026,2113619808,0.92035,49,137.038,0,0.69492
3,74,74,15.5821,1201752624,0.92035,74,35.4998,12932205184,0.92035,49,120.2694,583194800,0.69492
4,74,74,14.6221,1.844674407256272e+19,0.92035,74,39.1514,2043272720,0.92035,49,136.4189,0,0.69492
5,74,74,15.9757,1.844674407284177e+19,0.92035,74,34.4676,13185159088,0.92035,49,120.1086,583194800,0.69492
6,74,74,14.1719,253746352,0.92035,74,38.0902,3863054752,0.92035,49,137.7733,348053008,0.69492
7,74,74,14.9835,1.844674407278789e+19,0.92035,74,37.536,13999696096,0.92035,49,119.8571,583194800,0.69492
8,74,74,14.6103,1.844674407302651e+19,0.92035,74,39.5009,1634303696,0.92035,49,136.0022,96,0.69492
9,74,74,15.8265,1.844674407285035e+19,0.92035,74,35.3997,13920213360,0.92035,49,124.1033,583194800,0.69492
10,74,74,14.7498,1.844674407229908e+19,0.92035,74,39.4816,1897412592,0.92035,49,136.1225,0,0.69492
1,75,75,16.1231,1.844674407258454e+19,0.95486,75,39.3982,2212321280,0.95486,26,134.6851,0,0.8144
2,75,75,15.8741,1.844674407224575e+19,0.95486,75,39.1114,1990828352,0.95486,26,141.0233,48,0.8144
3,75,75,16.1775,1.844674407224575e+19,0.95486,75,39.4129,1604333872,0.95486,26,141.2625,0,0.8144
4,75,75,16.6309,1.844674407262856e+19,0.95486,75,37.5971,14057590752,0.95486,26,120.899,541697952,0.8144
5,75,75,14.8289,1.844674407235878e+19,0.95486,75,39.5743,2263384880,0.95486,26,132.732,55295840,0.8144
6,75,75,14.835,1.844674407311323e+19,0.95486,75,39.8548,1630958928,0.95486,26,134.0445,64,0.8144
7,75,75,15.8542,47095248,0.95486,75,37.5446,1825587104,0.95486,26,135.1676,0,0.8144
8,75,75,16.0161,129486784,0.95486,75,39.2594,3145278176,0.95486,26,132.872,0,0.8144
9,75,75,16.1077,1.844674407280307e+19,0.95486,75,37.361,13820457536,0.95486,26,116.7084,541698128,0.8144
10,75,75,14.9668,1.844674407296567e+19,0.95486,75,39.788,2003360512,0.95486,26,140.1267,0,0.8144
1,76,75,16.1118,1.844674407320086e+19,0.96295,75,37.7691,13985235136,0.96295,45,108.6683,481816496,0.70907
2,76,75,14.8283,804075760,0.96295,75,37.7667,2133567824,0.96295,45,129.1593,190042832,0.70907
3,76,75,15.0794,1.844674407285116e+19,0.96295,75,39.6425,1604333648,0.96295,45,123.9335,0,0.70907
4,76,75,16.5115,1.84467440734012e+19,0.96295,75,39.4519,4466776240,0.96295,45,119.5571,48,0.70907
5,76,75,15.9692,1.844674407341871e+19,0.96295,75,37.6142,3354528128,0.96295,45,129.3589,128,0.70907
6,76,75,16.0527,1.844674407292116e+19,0.96295,75,35.0039,15467774464,0.96295,45,108.6383,481816464,0.70907
7,76,75,14.7837,1.844674407331442e+19,0.96295,75,38.2781,1604333664,0.96295,45,126.2423,48,0.70907
8,76,75,16.5528,1.844674407303602e+19,0.96295,75,39.7186,1751981424,0.96295,45,126.1141,171187920,0.70907
9,76,75,14.9679,278323360,0.96295,75,38.056,2644982560,0.96295,45,121.7543,48,0.70907
10,76,75,16.0748,1.844674407258445e+19,0.96295,75,37.1505,13078923136,0.96295,45,104.5901,481816464,0.70907
1,77,76,14.6821,1461180288,0.94581,76,35.3153,13229776320,0.94581,25,110.3131,489834128,0.74952
2,77,76,14.7969,1.844674407357652e+19,0.94581,76,37.3604,13417847888,0.94581,25,110.0926,489834128,0.74952
3,77,76,14.8455,1.844674407300229e+19,0.94581,76,39.3319,3123582832,0.94581,25,128.3136,96,0.74952
4,77,76,16.2696,1559337216,0.94581,76,35.9251,13704415232,0.94581,25,106.9789,489834128,0.74952
5,77,76,14.6899,673800640,0.94581,76,39.1821,1604333568,0.94581,25,121.3796,0,0.74952
6,77,76,15.913,1.844674407252147e+19,0.94581,76,35.5339,12806054672,0.94581,25,112.3829,489834128,0.74952
7,77,76,15.2419,1.844674407252258e+19,0.94581,76,39.8901,1604333568,0.94581,25,128.007,0,0.74952
8,77,76,16.7264,1.844674407332967e+19,0.94581,76,37.0046,1772802224,0.94581,25,124.5537,0,0.74952
9,77,76,16.3755,1.844674407325349e+19,0.94581,76,38.5563,2567513232,0.94581,25,129.1349,992,0.74952
10,77,76,16.9245,1.844674407224575e+19,0.94581,76,38.7896,1620365936,0.94581,25,125.8805,96,0.74952
1,78,77,16.2436,473800064,0.93021,77,39.1627,2469294960,0.93021,73,137.3746,48,0.63592
2,78,77,16.5026,1.844674407224575e+19,0.93021,77,38.6588,1707775680,0.93021,73,132.2552,4032,0.63592
3,78,77,15.3948,705013216,0.93021,77,35.2337,13582739248,0.93021,73,121.11,553233936,0.63592
4,78,77,15.2043,1.844674407246143e+19,0.93021,77,37.1021,14892364688,0.93021,73,122.229,553237296,0.63592
5,78,77,14.9665,1.84467440731354e+19,0.93021,77,39.8969,1604333808,0.93021,73,140.3086,48,0.63592
6,78,77,16.4676,1.844674407260491e+19,0.93021,77,40.6102,1604333696,0.93021,73,140.018,0,0.63592
7,78,77,16.6598,1.844674407227293e+19,0.93021,77,38.7407,1604333568,0.93021,73,132.7321,48,0.63592
8,78,77,16.4061,1.844674407227401e+19,0.93021,77,38.8266,1811463232,0.93021,73,136.4837,0,0.63592
9,78,77,15.9917,1.844674407228642e+19,0.93021,77,39.5858,2426324080,0.93021,73,131.7313,96,0.63592
10,78,77,15.95,1.844674407298409e+19,0.93021,77,37.4137,2573127696,0.93021,73,133.6806,0,0.63592
1,79,79,16.0954,1.844674407272085e+19,0.93386,79,40.234,2128206368,0.93386,69,166.851,48,0.66048
2,79,79,16.8743,1.844674407252759e+19,0.93386,79,40.2171,1647724272,0.93386,69,166.4794,0,0.66048
3,79,79,16.6984,1.844674407330826e+19,0.93386,79,36.2324,13870233408,0.93386,69,145.4599,696803008,0.66048
4,79,79,15.2294,1.844674407253335e+19,0.93386,79,40.3139,1795913168,0.93386,69,156.9112,0,0.66048
5,79,79,15.9812,1.844674407331303e+19,0.93386,79,39.3036,1915805344,0.93386,69,162.1966,0,0.66048
6,79,79,16.5495,1.844674407224575e+19,0.93386,79,40.5555,1679011216,0.93386,69,166.3533,0,0.66048
7,79,79,16.6655,1.844674407225267e+19,0.93386,79,37.9261,13056539488,0.93386,69,141.1166,696803008,0.66048
8,79,79,14.5734,1639856256,0.93386,79,36.7092,2790439888,0.93386,69,169.862,0,0.66048
9,79,79,16.8213,1.844674407321076e+19,0.93386,79,39.3528,3433555328,0.93386,69,156.1926,0,0.66048
10,79,79,15.8421,1.844674407265341e+19,0.93386,79,37.4117,13512760464,0.93386,69,141.5987,492454144,0.66048
1,80,80,15.9422,1.844674407224575e+19,0.958,80,38.4188,13287454608,0.958,42,127.0048,632151584,0.69553
2,80,80,15.087,1.84467440728502e+19,0.958,80,37.7886,13568514560,0.958,42,128.7259,632151584,0.69553
3,80,80,15.2457,1.844674407345219e+19,0.958,80,39.8646,2404660224,0.958,42,140.8454,48,0.69553
4,80,80,15.8503,1.844674407317463e+19,0.958,80,34.2847,13492560752,0.958,42,121.7525,632151584,0.69553
5,80,80,14.5094,1498417200,0.958,80,34.9005,13607960928,0.958,42,127.3027,124574896,0.69553
6,80,80,15.5372,1.844674407236096e+19,0.958,80,35.3188,14303543248,0.958,42,125.8459,632151632,0.69553
7,80,80,14.7057,1.844674407358925e+19,0.958,80,39.5129,2372250384,0.958,42,146.997,0,0.69553
8,80,80,16.3542,1.844674407320084e+19,0.958,80,38.515,1820634960,0.958,42,139.9842,511553680,0.69553
9,80,80,14.8401,1.844674407241843e+19,0.958,80,37.0488,13572487312,0.958,42,126.3895,632151584,0.69553
10,80,80,14.667,1200020272,0.958,80,37.2501,3371900384,0.958,42,143.2626,0,0.69553
1,81,80,15.9025,1.84467440722671e+19,0.9022,80,37.5353,14251440624,0.9022,17,116.8352,557314144,0.82176
2,81,80,14.545,24253344,0.9022,80,37.3908,13037589776,0.9022,17,120.9947,557314144,0.82176
3,81,80,15.0259,1.844674407319272e+19,0.9022,80,37.5612,13448313440,0.9022,17,120.8701,557314144,0.82176
4,81,80,14.684,1639776656,0.9022,80,35.508,14624927792,0.9022,17,121.5723,557314192,0.82176
5,81,80,15.1635,1.844674407350468e+19,0.9022,80,37.9692,12639772112,0.9022,17,121.1294,557314144,0.82176
6,81,80,15.2262,1.844674407354285e+19,0.9022,80,36.7379,14688523648,0.9022,17,121.4693,557314144,0.82176
7,81,80,14.9321,447471616,0.9022,80,37.4464,2873967872,0.9022,17,141.667,0,0.82176
8,81,80,16.6698,1.844674407304696e+19,0.9022,80,40.5561,2163551920,0.9022,17,139.0357,48,0.82176
9,81,80,16.694,1.844674407253903e+19,0.9022,80,38.6873,1870111040,0.9022,17,137.6209,96,0.82176
10,81,80,16.3691,1.844674407262281e+19,0.9022,80,37.4778,1945261184,0.9022,17,137.6701,0,0.82176
1,82,82,15.7772,1.844674407262589e+19,0.94735,82,37.7652,12794181584,0.94735,38,129.3123,624386912,0.75217
2,82,82,14.8005,1.844674407244417e+19,0.94735,82,37.6725,13555991216,0.94735,38,123.4447,624386960,0.75217
3,82,82,14.64,1.844674407245283e+19,0.94735,82,35.7825,13148869184,0.94735,38,126.8208,624386912,0.75217
4,82,82,14.8651,16943264,0.94735,82,38.9774,1604333648,0.94735,38,147.5673,0,0.75217
5,82,82,16.6362,1.844674407244646e+19,0.94735,82,37.826,14132968672,0.94735,38,128.5879,624386912,0.75217
6,82,82,15.0414,1.844674407344084e+19,0.94735,82,37.2206,13482324496,0.94735,38,129.7202,624386912,0.75217
7,82,82,15.0473,1.844674407306414e+19,0.94735,82,39.8103,2436736416,0.94735,38,148.1599,0,0.75217
8,82,82,16.6818,1.84467440734603e+19,0.94735,82,39.834,1750638016,0.94735,38,147.3206,0,0.75217
9,82,82,16.6429,1.844674407324565e+19,0.94735,82,37.5373,1946108160,0.94735,38,150.1568,0,0.75217
10,82,82,16.5305,444406848,0.94735,82,39.4184,1604893440,0.94735,38,144.8189,0,0.75217
1,83,82,16.68,1.844674407291533e+19,0.93968,82,39.9255,1994640624,0.93968,40,135.1234,480797536,0.68356
2,83,82,15.2607,1.844674407238514e+19,0.93968,82,39.6812,2468571024,0.93968,40,133.6516,48,0.68356
3,83,82,16.3373,1.844674407347961e+19,0.93968,82,39.4496,1921752368,0.93968,40,133.0476,0,0.68356
4,83,82,16.2961,1351661136,0.93968,82,37.7062,4380296080,0.93968,40,130.061,0,0.68356
5,83,82,15.8837,1.844674407362526e+19,0.93968,82,37.209,3344988352,0.93968,40,136.8497,199904704,0.68356
6,83,82,15.6079,1.8446744072851e+19,0.93968,82,39.8724,1866597808,0.93968,40,135.3297,0,0.68356
7,83,82,16.6973,1.844674407315216e+19,0.93968,82,40.7088,1736306144,0.93968,40,132.3757,354309664,0.68356
8,83,82,14.92,589642080,0.93968,82,37.3465,2337312176,0.93968,40,129.7903,123175856,0.68356
9,83,82,14.98,1.844674407227455e+19,0.93968,82,37.2871,13678434944,0.93968,40,115.2889,552941568,0.68356
10,83,82,14.7357,1.844674407228948e+19,0.93968,82,37.4898,13535025104,0.93968,40,118.8831,552941568,0.68356
1,84,84,15.2042,1.844674407263278e+19,0.9355,84,35.2321,13429750816,0.9355,32,131.5203,704371776,0.77859
2,84,84,14.3804,1.84467440722543e+19,0.9355,84,38.2421,3592864016,0.9355,32,152.1057,0,0.77859
3,84,84,16.0818,1.844674407302883e+19,0.9355,84,39.4072,1752879200,0.9355,32,152.285,0,0.77859
4,84,84,15.9052,1.844674407240458e+19,0.9355,84,39.0671,3004156320,0.9355,32,156.3791,48,0.77859
5,84,84,16.3187,1.844674407282535e+19,0.9355,84,39.2864,2366165296,0.9355,32,159.0402,1728,0.77859
6,84,84,15.5155,1.844674407342576e+19,0.9355,84,36.8161,13179216672,0.9355,32,133.3325,678985392,0.77859
7,84,84,15.6003,1.844674407297152e+19,0.9355,84,37.7731,1935340368,0.9355,32,162.9197,0,0.77859
8,84,84,16.585,1.844674407224575e+19,0.9355,84,37.9512,12703666496,0.9355,32,134.8028,704371776,0.77859
9,84,84,14.7462,1.844674407363424e+19,0.9355,84,36.2233,14450567328,0.9355,32,135.4816,704371776,0.77859
10,84,84,14.7777,1.844674407284468e+19,0.9355,84,36.4914,15306213872,0.9355,32,137.2249,633731792,0.77859
1,85,84,15.9524,1.84467440731526e+19,0.91439,84,39.1412,1812774240,0.91439,37,143.6244,208,0.77983
2,85,84,15.6999,609175312,0.91439,84,37.6787,2059502016,0.91439,37,144.5344,0,0.77983
3,85,84,16.0837,1.844674407316176e+19,0.91439,84,39.1395,1879909088,0.91439,37,143.3692,0,0.77983
4,85,84,16.0194,1.84467440731227e+19,0.91439,84,35.5345,12624132864,0.91439,37,131.5857,641113408,0.77983
5,85,84,15.0367,1.844674407312698e+19,0.91439,84,39.8442,3445429488,0.91439,37,147.1128,48,0.77983
6,85,84,16.29,1.844674407340491e+19,0.91439,84,35.2489,15467659328,0.91439,37,131.0196,641113408,0.77983
7,85,84,14.7825,1.844674407315947e+19,0.91439,84,40.0556,3630590416,0.91439,37,151.6573,48,0.77983
8,85,84,16.294,1.844674407240154e+19,0.91439,84,40.2404,1628835648,0.91439,37,149.5863,560694960,0.77983
9,85,84,15.4118,1.844674407302916e+19,0.91439,84,38.6563,1662166112,0.91439,37,135.7264,641113408,0.77983
10,85,84,15.4425,504181584,0.91439,84,39.9027,2670366480,0.91439,37,143.7768,0,0.77983
1,86,88,16.5352,1.84467440732235e+19,0.92174,88,40.3532,1808532464,0.92174,36,144.5608,816,0.75
2,86,88,16.4978,1.844674407289045e+19,0.92174,88,39.6639,3023035040,0.92174,36,146.7154,0,0.75
3,86,88,16.4525,1.844674407272996e+19,0.92174,88,39.8224,3227021680,0.92174,36,144.0764,300989616,0.75
4,86,88,14.8946,1.84467440736029e+19,0.92174,88,36.8893,14685959280,0.92174,36,128.851,619842992,0.75
5,86,88,14.8903,1.844674407236366e+19,0.92174,88,39.8592,1845487840,0.92174,36,140.2508,48,0.75
6,86,88,16.1073,1.844674407247913e+19,0.92174,88,39.8452,1915362272,0.92174,36,139.6598,0,0.75
7,86,88,15.8683,1.844674407225737e+19,0.92174,88,39.8161,1604333664,0.92174,36,140.2718,81613728,0.75
8,86,88,14.4933,1639842096,0.92174,88,38.4683,1994789312,0.92174,36,147.1518,591067504,0.75
9,86,88,15.3275,1.844674407313205e+19,0.92174,88,39.8668,1604335552,0.92174,36,140.1023,0,0.75
10,86,88,16.3418,1.844674407360377e+19,0.92174,88,37.8879,4679769856,0.92174,36,129.3837,619842992,0.75
1,87,88,14.5956,292199792,0.93706,87,39.2974,1646644064,0.9374,31,163.6772,64,0.78624
2,87,88,16.6859,1.844674407224575e+19,0.93706,87,37.6516,13903456784,0.9374,31,143.6309,734582912,0.78624
3,87,88,15.1563,1.844674407356062e+19,0.93706,87,40.0544,2369474288,0.9374,31,164.7838,0,0.78624
4,87,88,16.6452,1.844674407224575e+19,0.93706,87,37.2806,12558703216,0.9374,31,136.8624,734582912,0.78624
5,87,88,14.5173,1.844674407249313e+19,0.93706,87,39.2205,4204824576,0.9374,31,156.0049,203665856,0.78624
6,87,88,14.9059,810896752,0.93706,87,36.7738,14691938464,0.9374,31,141.108,734582960,0.78624
7,87,88,14.7317,1639787520,0.93706,87,35.4492,14780264144,0.9374,31,141.0875,734582912,0.78624
8,87,88,14.6917,225114656,0.93706,87,38.939,1729530768,0.9374,31,163.5919,0,0.78624
9,87,88,16.4089,823468800,0.93706,87,37.9406,13450338864,0.9374,31,139.8286,734582912,0.78624
10,87,88,14.8775,1639828688,0.93706,87,35.1185,15058570832,0.9374,31,136.6013,734582912,0.78624
1,88,88,14.7218,1017183632,0.94208,88,38.1569,2012042928,0.94208,57,151.0172,0,0.63895
2,88,88,16.0945,1.84467440731653e+19,0.94208,88,37.6165,1714194224,0.94208,57,164.7252,48,0.63895
3,88,88,18.2252,1.844674407224575e+19,0.94208,88,43.0733,3519747888,0.94208,57,176.3899,489211888,0.63895
4,88,88,16.9279,1.844674407258241e+19,0.94208,88,41.9439,1604366544,0.94208,57,166.8469,337746336,0.63895
5,88,88,15.8877,1.84467440723204e+19,0.94208,88,40.8567,1947814480,0.94208,57,165.7775,272671488,0.63895
6,88,88,15.8013,1.844674407241315e+19,0.94208,88,38.0793,14106861728,0.94208,57,142.319,702940176,0.63895
7,88,88,15.3489,1.844674407238011e+19,0.94208,88,38.3034,14430461808,0.94208,57,144.3668,702940224,0.63895
8,88,88,15.4281,1.844674407361081e+19,0.94208,88,36.3697,13752467664,0.94208,57,137.3665,702940176,0.63895
9,88,88,14.9893,1.844674407293396e+19,0.94208,88,35.7981,13704975840,0.94208,57,143.5865,703694544,0.63895
10,88,88,15.3453,1.844674407275764e+19,0.94208,88,40.5007,1834866272,0.94208,57,169.6531,3392,0.63895
1,89,88,17.2931,339160240,0.94173,88,40.2946,2469679888,0.94173,36,165.7047,500236400,0.75321
2,89,88,16.1784,1.844674407253504e+19,0.94173,88,38.1827,12028679712,0.94173,36,140.5815,661859776,0.75321
3,89,88,15.2961,1.844674407327233e+19,0.94173,88,38.2019,1792571920,0.94173,36,162.4185,224,0.75321
4,89,88,17.1035,1.844674407319596e+19,0.94173,88,38.4625,2716599744,0.94173,36,145.3964,661859776,0.75321
5,89,88,15.5792,560017968,0.94173,88,38.5542,2329531616,0.94173,36,162.6677,48,0.75321
6,89,88,17.2201,1.844674407292524e+19,0.94173,88,40.2699,1605940672,0.94173,36,152.9244,33648,0.75321
7,89,88,16.9301,1.844674407224575e+19,0.94173,88,37.5316,15164598304,0.94173,36,132.6106,661859776,0.75321
8,89,88,14.897,1639868832,0.94173,88,37.6949,3020260032,0.94173,36,157.8513,0,0.75321
9,89,88,16.656,1.844674407265476e+19,0.94173,88,40.436,1831415072,0.94173,36,157.043,0,0.75321
10,89,88,16.8677,1.844674407272467e+19,0.94173,88,38.1248,1753607712,0.94173,36,160.3863,0,0.75321
1,90,91,16.6872,1.844674407224575e+19,0.9382,91,39.894,2863561728,0.9382,83,193.4155,138212288,0.63938
2,90,91,15.7369,1.844674407269218e+19,0.9382,91,37.6885,13542450800,0.9382,83,161.6433,913970288,0.63938
3,90,91,15.0059,1.844674407292661e+19,0.9382,91,39.9575,2825765232,0.9382,83,190.78,492417760,0.63938
4,90,91,15.5261,1.844674407281081e+19,0.9382,91,40.8223,2328012560,0.9382,83,180.1656,0,0.63938
5,90,91,16.2741,189044112,0.9382,91,37.937,3869523216,0.9382,83,190.396,870137264,0.63938
6,90,91,15.459,1.844674407342454e+19,0.9382,91,36.5598,13277697984,0.9382,83,165.3969,913973808,0.63938
7,90,91,15.0469,1.844674407275564e+19,0.9382,91,38.0276,3466042048,0.9382,83,185.9541,820313968,0.63938
8,90,91,15.2746,1.844674407323283e+19,0.9382,91,39.0646,1605992432,0.9382,83,186.5557,0,0.63938
9,90,91,16.582,1.84467440727195e+19,0.9382,91,36.0214,12706760848,0.9382,83,163.0146,913973792,0.63938
10,90,91,14.9528,1.844674407240988e+19,0.9382,91,34.7973,12822722160,0.9382,83,167.3957,300253104,0.63938
1,91,90,15.8876,1.844674407225155e+19,0.9342,90,38.5438,1604333568,0.9342,51,151.477,0,0.69431
2,91,90,16.3578,1.844674407236626e+19,0.9342,90,38.1853,1822322080,0.9342,51,160.1248,176,0.69431
3,91,90,16.5914,1.844674407361256e+19,0.9342,90,36.5324,13901143280,0.9342,51,130.7914,698135680,0.69431
4,91,90,14.5173,1.844674407363601e+19,0.9342,90,35.8229,13618934976,0.9342,51,137.9614,698135680,0.69431
5,91,90,15.0909,1.844674407317507e+19,0.9342,90,36.7235,12993141984,0.9342,51,139.0814,698135728,0.69431
6,91,90,15.0809,1.844674407313198e+19,0.9342,90,38.974,2246369408,0.9342,51,149.8299,0,0.69431
7,91,90,16.0231,326100336,0.9342,90,33.9905,13578158432,0.9342,51,133.8972,698135680,0.69431
8,91,90,14.7108,1.844674407263313e+19,0.9342,90,35.5797,7157122064,0.9342,51,152.1283,101081008,0.69431
9,91,90,16.1982,1.844674407258654e+19,0.9342,90,39.1991,3314769456,0.9342,51,149.7463,0,0.69431
10,91,90,15.9862,1.844674407285207e+19,0.9342,90,37.3925,5985373584,0.9342,51,149.104,54086288,0.69431
